09-22-2026 19:48:59 RAM 3520/15656MB (lfb 43x4MB) SWAP 0/7828MB (cached 0MB) CPU [29%@1984,22%@1984,18%@1984,23%@1984,12%@1984,66%@1984,20%@1984,52%@1984] GR3D_FREQ 74% cv0@37.687C cpu@39.312C soc2@38.562C soc0@38.968C cv1@38.812C gpu@36.843C tj@40.5C soc1@40.5C cv2@37.125C VDD_IN 7566mW/7566mW VDD_CPU_GPU_CV 2689mW/2689mW VDD_SOC 1624mW/1624mW
09-22-2026 19:49:00 RAM 3607/15656MB (lfb 43x4MB) SWAP 0/7828MB (cached 0MB) CPU [21%@1984,6%@1984,20%@1984,13%@1984,10%@1984,100%@1984,17%@1984,13%@1984] GR3D_FREQ 8% cv0@37.812C cpu@39.531C soc2@38.593C soc0@39.062C cv1@38.937C gpu@37.093C tj@40.531C soc1@40.531C cv2@37.312C VDD_IN 7527mW/7546mW VDD_CPU_GPU_CV 2649mW/2669mW VDD_SOC 1624mW/1624mW
09-22-2026 19:49:01 RAM 3637/15656MB (lfb 43x4MB) SWAP 0/7828MB (cached 0MB) CPU [19%@729,8%@729,10%@729,11%@1984,15%@1984,96%@1984,14%@1984,14%@1984] GR3D_FREQ 15% cv0@37.968C cpu@39.468C soc2@38.593C soc0@39.218C cv1@39.156C gpu@37.062C tj@40.656C soc1@40.656C cv2@37.343C VDD_IN 7420mW/7504mW VDD_CPU_GPU_CV 2610mW/2649mW VDD_SOC 1584mW/1610mW
09-22-2026 19:49:02 RAM 3660/15656MB (lfb 43x4MB) SWAP 0/7828MB (cached 0MB) CPU [20%@1984,17%@1984,13%@1984,11%@1984,9%@729,65%@729,12%@729,15%@729] GR3D_FREQ 37% cv0@37.875C cpu@39.25C soc2@38.593C soc0@39.187C cv1@38.531C gpu@37.031C tj@40.593C soc1@40.593C cv2@37.375C VDD_IN 6586mW/7274mW VDD_CPU_GPU_CV 1822mW/2442mW VDD_SOC 1584mW/1604mW
09-22-2026 19:49:03 RAM 3760/15656MB (lfb 43x4MB) SWAP 0/7828MB (cached 0MB) CPU [28%@1984,19%@1984,15%@1984,18%@1984,17%@1497,42%@1497,24%@1497,26%@1497] GR3D_FREQ 28% cv0@37.75C cpu@39.468C soc2@38.656C soc0@39.093C cv1@38.562C gpu@36.968C tj@40.531C soc1@40.531C cv2@37.312C VDD_IN 7063mW/7232mW VDD_CPU_GPU_CV 2096mW/2373mW VDD_SOC 1703mW/1623mW
09-22-2026 19:49:04 RAM 3803/15656MB (lfb 43x4MB) SWAP 0/7828MB (cached 0MB) CPU [18%@1984,7%@1984,6%@1984,12%@1984,14%@1984,98%@1984,14%@1984,18%@1984] GR3D_FREQ 12% cv0@37.968C cpu@39.593C soc2@38.593C soc0@39.187C cv1@39.218C gpu@37C tj@40.593C soc1@40.593C cv2@37.375C VDD_IN 7527mW/7281mW VDD_CPU_GPU_CV 2570mW/2406mW VDD_SOC 1663mW/1630mW
09-22-2026 19:49:05 RAM 4134/15656MB (lfb 14x4MB) SWAP 0/7828MB (cached 0MB) CPU [32%@729,26%@729,19%@729,27%@729,51%@1984,54%@1984,3%@1984,1%@1984] GR3D_FREQ 65% cv0@38.218C cpu@40.656C soc2@38.656C soc0@39.312C cv1@39.468C gpu@37.218C tj@40.843C soc1@40.843C cv2@37.468C VDD_IN 8042mW/7390mW VDD_CPU_GPU_CV 2926mW/2480mW VDD_SOC 1703mW/1640mW
09-22-2026 19:49:06 RAM 4198/15656MB (lfb 8x4MB) SWAP 0/7828MB (cached 0MB) CPU [25%@960,23%@960,18%@960,23%@960,52%@1728,19%@1728,19%@1728,33%@1728] GR3D_FREQ 65% cv0@37.875C cpu@39.687C soc2@38.75C soc0@39.406C cv1@38.687C gpu@37.593C tj@40.656C soc1@40.656C cv2@37.437C VDD_IN 8319mW/7506mW VDD_CPU_GPU_CV 2847mW/2526mW VDD_SOC 1901mW/1673mW
09-22-2026 19:49:07 RAM 4388/15656MB (lfb 4x4MB) SWAP 0/7828MB (cached 0MB) CPU [64%@1344,53%@1344,60%@1344,59%@1344,51%@1984,53%@1984,69%@1984,62%@1984] GR3D_FREQ 94% cv0@38.468C cpu@40.343C soc2@39.406C soc0@39.562C cv1@39.343C gpu@38.062C tj@40.906C soc1@40.906C cv2@37.593C VDD_IN 12083mW/8014mW VDD_CPU_GPU_CV 5943mW/2905mW VDD_SOC 2132mW/1724mW
09-22-2026 19:49:08 RAM 4390/15656MB (lfb 4x4MB) SWAP 0/7828MB (cached 0MB) CPU [41%@1113,39%@1113,29%@1113,35%@1113,43%@806,37%@806,34%@806,35%@806] GR3D_FREQ 52% cv0@38.218C cpu@39.843C soc2@39.062C soc0@39.625C cv1@38.875C gpu@37.875C tj@41C soc1@41C cv2@37.718C VDD_IN 9587mW/8172mW VDD_CPU_GPU_CV 3632mW/2978mW VDD_SOC 2056mW/1757mW
09-22-2026 19:49:09 RAM 4405/15656MB (lfb 4x4MB) SWAP 0/7828MB (cached 0MB) CPU [48%@1984,41%@1984,37%@1984,41%@1984,37%@1881,35%@1881,49%@1881,37%@1881] GR3D_FREQ 71% cv0@38.562C cpu@40.343C soc2@39.375C soc0@39.593C cv1@39.281C gpu@38.062C tj@40.906C soc1@40.906C cv2@37.718C VDD_IN 9888mW/8328mW VDD_CPU_GPU_CV 3988mW/3070mW VDD_SOC 2056mW/1784mW
09-22-2026 19:49:10 RAM 4411/15656MB (lfb 5x4MB) SWAP 0/7828MB (cached 0MB) CPU [34%@1984,29%@1984,37%@1984,38%@1984,28%@729,53%@729,38%@729,30%@729] GR3D_FREQ 44% cv0@38.312C cpu@40C soc2@39.281C soc0@39.687C cv1@38.843C gpu@38.093C tj@41C soc1@41C cv2@37.781C VDD_IN 9666mW/8439mW VDD_CPU_GPU_CV 3830mW/3133mW VDD_SOC 2056mW/1807mW
09-22-2026 19:49:11 RAM 4409/15656MB (lfb 6x4MB) SWAP 0/7828MB (cached 0MB) CPU [40%@1984,33%@1984,28%@1984,36%@1984,25%@729,32%@729,28%@729,39%@729] GR3D_FREQ 48% cv0@38.437C cpu@39.937C soc2@39.25C soc0@39.781C cv1@38.937C gpu@38.312C tj@41.125C soc1@41.125C cv2@37.812C VDD_IN 9309mW/8506mW VDD_CPU_GPU_CV 3553mW/3165mW VDD_SOC 2017mW/1823mW
